,Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,Oddzały przygotowania wojskowego,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy branżowa szkoła II stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,samodzielna lub zespół - Czy szkoła kształcąca w zawodzie w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""","długość geograficzna 
(w stopniach)","szerokość geograficzna 
(w stopniach)",długość geograficzna (w metrach),szerokość geograficzna (w metrach),Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE),Czas pracy przedszkola - od,Czas pracy przedszkola - do
31,_OSW_IG,_OSW_IG_SP_226,186111.0,959642.0,14781.0,105320.0,Instytut Głuchoniemych im. Jakuba Falkowskiego,Szkoła Podstawowa Specjalna z Oddziałami Przedszkolnymi nr 226,zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@instytutgluch.pl,226.0,tak,jednostka budżetowa,110.0,43.0,153.0,21.0,8.0,29.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,SP-LO-T-BSI-S przysp zaw-,tak,tak,tak,,tak,tak,tak,tak,,,tak,tak,,https://rspo.gov.pl/rspo/105320,,Poradnia Psychologiczno-Pedagogiczna nr 11,niesłyszący,,"21,02377319","52,22866534","7501624,28","5788341,563",,,78.0,,
32,_OSW_IG,_OSW_IG_SPDP_4,186111.0,145837027.0,14781.0,105321.0,Instytut Głuchoniemych im. Jakuba Falkowskiego,Szkoła Specjalna Przysposabiająca do Pracy nr 4,zespół lub jednostka złożona,szkoła specjalna przysposabiająca do pracy,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@instytutgluch.pl,4.0,tak,jednostka budżetowa,7.0,,7.0,2.0,,2.0,nie,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-T-BSI-S przysp zaw-,tak,tak,tak,,tak,tak,tak,tak,,,tak,tak,,https://rspo.gov.pl/rspo/105321,,Poradnia Psychologiczno-Pedagogiczna nr 11,z niepełnosprawnościami sprzężonymi,,"21,02377319","52,22866534","7501624,28","5788341,563",,,85.0,,
33,_OSW_IG,_OSW_IG_T_28,186111.0,146465102.0,14781.0,105322.0,Instytut Głuchoniemych im. Jakuba Falkowskiego,Technikum Specjalne nr 28,zespół lub jednostka złożona,technikum,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@instytutgluch.pl,28.0,tak,jednostka budżetowa,20.0,,20.0,4.0,,4.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-T-BSI-S przysp zaw-,tak,tak,tak,,tak,tak,tak,tak,,,tak,tak,,https://rspo.gov.pl/rspo/105322,,Poradnia Psychologiczno-Pedagogiczna nr 11,niesłyszący,,"21,02377319","52,22866534","7501624,28","5788341,563",,,84.0,,
34,_OSW_JS,_OSW_JS_BSI_52,190868.0,15802860.0,14782.0,105328.0,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,Branżowa Szkoła I stopnia Specjalna nr 52,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,52.0,tak,jednostka budżetowa,16.0,,16.0,3.0,,3.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,tak,tak,,https://rspo.gov.pl/rspo/105328,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811","7499091,99","5788706,632",,,109.0,,
35,_OSW_JS,_OSW_JS_LO_139,190868.0,146457798.0,14782.0,105330.0,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,CXXXIX Liceum Ogólnokształcące Specjalne,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,139.0,tak,jednostka budżetowa,40.0,,40.0,7.0,,7.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,tak,tak,,https://rspo.gov.pl/rspo/105330,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811","7499091,99","5788706,632",,,2266.0,,
36,_OSW_JS,_OSW_JS_PL_40,190868.0,146464500.0,14782.0,105326.0,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,Szkoła Policealna Specjalna nr 40,zespół lub jednostka złożona,szkoła policealna,bez kategorii,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,40.0,tak,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LO-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,tak,tak,,https://rspo.gov.pl/rspo/105326,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811","7499091,99","5788706,632",,,106.0,,
37,_OSW_JS,_OSW_JS_T_31,190868.0,146457893.0,14782.0,105329.0,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,Technikum Specjalne nr 31,zespół lub jednostka złożona,technikum,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,31.0,tak,jednostka budżetowa,42.0,,42.0,7.0,,7.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,tak,tak,,https://rspo.gov.pl/rspo/105329,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811","7499091,99","5788706,632",,,2267.0,,
38,_PM,_PM,187062.0,187062.0,86889.0,86889.0,Pałac Młodzieży,Pałac Młodzieży,pałac młodzieży,pałac młodzieży,dzieci lub młodzież,nie,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Północne,Plac Defilad,1,00-901,Bartłomiej,Krynicki,226203363,226205411,http://www.pm.waw.pl,http://www.pm.waw.pl/bip,info@pm.waw.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/86889,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,00584805","52,23224668","7500399,52","5788739,784",,,91.0,,
39,_POA,_POA,278706.0,278706.0,106446.0,106446.0,"Państwowe Ognisko Artystyczne ""Nowolipki""","Państwowe Ognisko Artystyczne ""Nowolipki""",placówka artystyczna (ognisko),placówka artystyczna (ognisko),dzieci lub młodzież,nie,Biuro Edukacji,Warszawa,Śródmieście,Muranów,ul. Nowolipki,9B,00-150,Dorota,Wielkosielec-Ciapało,226351960,228876285,http://www.nowolipki.edu.pl,http://poa.bip.um.warszawa.pl,art_ognisko@nowolipki.edu.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/106446,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"20,9968666","52,24549154",7499786,"5790213,439",,,169.0,,
40,_PS_068,_PS_068,15250952.0,15250952.0,14786.0,14786.0,"Przedszkole Specjalne nr 68 w Mazowieckim Centrum Rehabilitacji ""STOCER""","Przedszkole Specjalne nr 68 w Mazowieckim Centrum Rehabilitacji ""STOCER""",przedszkole,przedszkole,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Koło,ul. Ożarowska,75A,01-444,Elżbieta,Sitarz,228770204,228770204,http://www.p68.przedszkola.net.pl,http://przedszkole68.bip.um.warszawa.pl,ps68@edu.um.warszawa.pl,68.0,nie,jednostka budżetowa,0.0,26.0,26.0,0.0,3.0,3.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,tak,,,https://rspo.gov.pl/rspo/14786,,Poradnia Psychologiczno-Pedagogiczna nr 2,,tak,"20,94624051","52,24569466","7496328,435","5790237,397",,,857.0,08:00,17:00
41,_SCEK,_SCEK,16835519.0,16835519.0,86884.0,86884.0,Stołeczne Centrum Edukacji Kulturalnej im. Komisji Edukacji Narodowej,Stołeczne Centrum Edukacji Kulturalnej im. Komisji Edukacji Narodowej,pozaszkolna placówka specjalistyczna,pozaszkolna placówka specjalistyczna,bez kategorii,nie,Biuro Edukacji,Warszawa,Śródmieście,Stare Miasto,ul. Jezuicka,4,00-281,Wojciech,Feliksiak,222770601,,http://www.scek.pl,http://scek.bip.um.warszawa.pl,sekretariat@scek.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,,,https://rspo.gov.pl/rspo/86884,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,01349716","52,24944402","7500921,726","5790653,288",,,1042.0,,
42,_SOSW_09,_SOSW_09_SP_155,15867760.0,967512.0,14783.0,105332.0,Specjalny Ośrodek Szkolno-Wychowawczy nr 9,Szkoła Podstawowa Specjalna nr 155,zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Żoliborz,Marymont-Potok,ul. Jana Chryzostoma Paska,10,01-640,Elżbieta,Darka,228332205,228332205,http://www.sosw9.waw.pl,http://osw9.bip.um.warszawa.pl,sosw9@edu.um.warszawa.pl,155.0,tak,jednostka budżetowa,125.0,,125.0,28.0,,28.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105332,,Poradnia Psychologiczno-Pedagogiczna nr 3,niepełnosprawność intelektualna w stopniu lekkim,,"20,97678185","52,27407454","7498415,282","5793393,94",,,912.0,,
43,_SOW_DOM,_SOW_DOM,947001.0,947001.0,14239.0,14239.0,"Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""","Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""",SOW,SOW,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Nowe Miasto,Rynek Nowego Miasta,4,00-229,Ewelina,Roślik-Gwara,228315033,228315033,http://www.sow.waw.pl,http://sowprzyrynku.bip.um.warszawa.pl,sow@sow.waw.pl,,tak,jednostka budżetowa,,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,tak,,,https://rspo.gov.pl/rspo/14239,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,00880813","52,25353525","7500601,455","5791108,443",,,367.0,,
44,_SP_022,_SP_022,12726816.0,12726816.0,105419.0,105419.0,"Szkoła Podstawowa Specjalna nr 22 w Narodowym Instytucie Geriatrii, Reumatologii i Rehabilitacji im. prof. dr hab. med. Eleonory Reicher","Szkoła Podstawowa Specjalna nr 22 w Narodowym Instytucie Geriatrii, Reumatologii i Rehabilitacji im. prof. dr hab. med. Eleonory Reicher",szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Mokotów,Wyględów,ul. Spartańska,1,02-637,Małgorzata,Olczyk,226709201,226709201,https://sps22.szkolnykatalog.pl,http://sp22.bip.um.warszawa.pl,molczyk@edu.um.warszawa.pl,22.0,nie,jednostka budżetowa,17.0,,17.0,3.0,,3.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105419,,Poradnia Psychologiczno-Pedagogiczna nr 7,przewlekle chorzy,tak,"20,99428258","52,19100534","7499609,042","5784151,156",,,847.0,,
45,_SP_099,_SP_099,959027.0,959027.0,105669.0,105669.0,Szkoła Podstawowa Specjalna nr 99 im. Małego Powstańca,Szkoła Podstawowa Specjalna nr 99 im. Małego Powstańca,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Targówek,Bródno,ul. Bartnicza,2,03-358,Maria,Walczak,228110306,228110306,http://www.sps99.waw.pl,http://sp99.bip.um.warszawa.pl,sekretariat@sps99.waw.pl,99.0,nie,jednostka budżetowa,94.0,,94.0,19.0,,19.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105669,,Poradnia Psychologiczno-Pedagogiczna nr 13,niepełnosprawność intelektualna w stopniu lekkim,,"21,02372691","52,28625068","7501618,978","5794748,718",,,1067.0,,
46,_SP_111,_SP_111,959004.0,959004.0,105671.0,105671.0,Szkoła Podstawowa Specjalna nr 111 im. Stefana Starzyńskiego,Szkoła Podstawowa Specjalna nr 111 im. Stefana Starzyńskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Mokotów,Stary Mokotów,ul. Różana,22/24,02-569,Leokadia,Ogonowska,222771821,228450571,http://www.szkola.warszawa.pl,http://sp111.bip.um.warszawa.pl,logonowska@edu.um.warszawa.pl,111.0,nie,jednostka budżetowa,111.0,,111.0,24.0,,24.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105671,,Poradnia Psychologiczno-Pedagogiczna nr 7,z autyzmem w tym z zespołem Aspergera,,"21,01511649","52,20992749","7501033,228","5786256,576",,,1023.0,,
47,_SP_123,_SP_123,16428903.0,16428903.0,105673.0,105673.0,Szkoła Podstawowa Specjalna nr 123 im. Kornela Makuszyńskiego,Szkoła Podstawowa Specjalna nr 123 im. Kornela Makuszyńskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Żoliborz,Stary Żoliborz,ul. Stefana Czarnieckiego,49,01-548,Jadwiga,Boguszewska,228392252,228392252,http://zss100.waw.pl,http://sp123.bip.um.warszawa.pl,jboguszewska@edu.um.warszawa.pl,123.0,nie,jednostka budżetowa,78.0,,78.0,14.0,,14.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105673,,Poradnia Psychologiczno-Pedagogiczna nr 3,niepełnosprawność intelektualna w stopniu umiarkowanym lub znacznym,,"20,99116029","52,2678804","7499396,583","5792704,539",,,911.0,,
48,_SP_147,_SP_147,16119208.0,16119208.0,105675.0,105675.0,Szkoła Podstawowa Specjalna nr 147,Szkoła Podstawowa Specjalna nr 147,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Młynów,ul. Karolkowa,56,01-193,Artur,Królikowski,226329075,226322386,http://www.zss101.edu.pl,http://sp147.bip.um.warszawa.pl,sps147@edu.um.warszawa.pl,147.0,nie,jednostka budżetowa,116.0,,116.0,25.0,,25.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105675,,Poradnia Psychologiczno – Pedagogiczna nr 14,niepełnosprawność intelektualna w stopniu lekkim,,"20,97670256","52,23630283","7498408,539","5789191,324",,,1021.0,,
49,_SP_167,_SP_167,15842836.0,15842836.0,105688.0,105688.0,Szkoła Podstawowa Specjalna nr 167,Szkoła Podstawowa Specjalna nr 167,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Mokotów,Sadyba,ul. św. Bonifacego,81,02-945,Maria,Puchała,226515249,226515249,http://www.sps167.edu.pl,http://sp167.bip.um.warszawa.pl,sp167@edu.um.warszawa.pl,167.0,nie,jednostka budżetowa,30.0,,30.0,4.0,,4.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105688,,Poradnia Psychologiczno-Pedagogiczna nr 8,niedostosowani społecznie,,"21,05921372","52,18437653","7504049,64","5783415,257",,,1089.0,,
50,_SP_177,_SP_177,16438238.0,16438238.0,105415.0,105415.0,Szkoła Podstawowa Specjalna nr 177 im. Marii Konopnickiej,Szkoła Podstawowa Specjalna nr 177 im. Marii Konopnickiej,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Ochota,Szczęśliwice,ul. Szczęśliwicka,45/47,02-353,Elżbieta,Nowakowska,228220642,224623139,http://szczesliwicka.edu.pl,http://sp177.bip.um.warszawa.pl,sekretariat@szczesliwicka.edu.pl,177.0,nie,jednostka budżetowa,97.0,,97.0,26.0,,26.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105415,,Poradnia Psychologiczno-Pedagogiczna nr 9,niepełnosprawność intelektualna w stopniu lekkim,,"20,96700472","52,21153565","7497744,82","5786435,91",,,1041.0,,
51,_SP_213,_SP_213,746248.0,746248.0,105394.0,105394.0,Szkoła Podstawowa Specjalna nr 213 im. Ireny Sendlerowej,Szkoła Podstawowa Specjalna nr 213 im. Ireny Sendlerowej,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Północne,ul. Elektoralna,12/14,00-139,Celina,Maszke-Kaczorek,226203931,226203931,http://www.sp213.pl,http://sp213.bip.um.warszawa.pl,sekretariat@sp213.pl,213.0,nie,jednostka budżetowa,142.0,,142.0,28.0,,28.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105394,,Poradnia Psychologiczno-Pedagogiczna nr 12,niepełnosprawność intelektualna w stopniu lekkim,,"20,99796375","52,24088098","7499860,917","5789700,45",,,1032.0,,
52,_SP_240,_SP_240,959062.0,959062.0,105413.0,105413.0,Szkoła Podstawowa Specjalna nr 240,Szkoła Podstawowa Specjalna nr 240,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Praga Południe,Grochów,ul. Weterynaryjna,3,03-838,Beata,Domańska,228100782,228100782,http://sps240.edu.pl,http://sp240.bip.um.warszawa.pl,sps240@edu.um.warszawa.pl,240.0,nie,jednostka budżetowa,158.0,,158.0,27.0,,27.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105413,,Poradnia Psychologiczno-Pedagogiczna nr 4,niepełnosprawność intelektualna w stopniu lekkim,,"21,07211061","52,2482231","7504924,596","5790519,808",,"tak, podobszar: Praga Południe - Podobszar kryzysowy Pragi Południe",882.0,,
53,_SP_244,_SP_244,16552572.0,16552572.0,105662.0,105662.0,Szkoła Podstawowa Specjalna nr 244,Szkoła Podstawowa Specjalna nr 244,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wawer,Międzylesie,ul. Hafciarska,80/86,04-725,Monika,Haber,228126045,228126045,http://sps244waw.szkolnastrona.pl,http://sps244waw.szkolnastrona.pl/bip,mhaber@edu.um.warszawa.pl,244.0,nie,jednostka budżetowa,99.0,,99.0,23.0,,23.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105662,,Poradnia Psychologiczno-Pedagogiczna nr 17,z niepełnosprawnościami sprzężonymi,,"21,19103853","52,21678158","7513055,666","5787036,276",,,885.0,,
54,_SP_282,_SP_282,17295002.0,17295002.0,106320.0,106320.0,Szkoła Podstawowa Specjalna nr 282 w Samodzielnym Zespole Publicznych Zakładów Opieki Zdrowotnej im. prof. dr Jana Bogdanowicza,Szkoła Podstawowa Specjalna nr 282 w Samodzielnym Zespole Publicznych Zakładów Opieki Zdrowotnej im. prof. dr Jana Bogdanowicza,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Praga Południe,Saska Kępa,ul. Niekłańska,4/24,03-924,Agnieszka,Kaczorek,608496025,,http://www.nieklanska.edu.pl,http://www.nieklanska.edu.pl/index.php/biuletyn-informacji-publicznej,sp282@edu.um.warszawa.pl,282.0,nie,jednostka budżetowa,48.0,13.0,61.0,8.0,2.0,10.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/106320,,Poradnia Psychologiczno-Pedagogiczna nr 4,przewlekle chorzy,tak,"21,06257465","52,23439372","7504274,692","5788980,5",,,1054.0,,
55,_SP_283,_SP_283,16119250.0,16119250.0,105682.0,105682.0,Szkoła Podstawowa Specjalna nr 283 w Instytucie Matki i Dziecka,Szkoła Podstawowa Specjalna nr 283 w Instytucie Matki i Dziecka,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Czyste,ul. Marcina Kasprzaka,17A,01-211,Agnieszka,Żebrowska,223277365,223277365,,http://sp283.bip.um.warszawa.pl,sp283@edu.um.warszawa.pl,283.0,nie,jednostka budżetowa,29.0,,29.0,5.0,,5.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105682,,Poradnia Psychologiczno – Pedagogiczna nr 6,przewlekle chorzy,tak,"20,97028152","52,22676772","7497969,479","5788130,578",,,859.0,,
56,_SP_287,_SP_287,16270454.0,16270454.0,105405.0,105405.0,Szkoła Podstawowa w Dziecięcym Szpitalu Klinicznym im. Józefa Polikarpa Brudzińskiego Specjalna nr 287,Szkoła Podstawowa w Dziecięcym Szpitalu Klinicznym im. Józefa Polikarpa Brudzińskiego Specjalna nr 287,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Ochota,Rakowiec,ul. Żwirki i Wigury,63A,02-091,Anna,Woźnica,223179405,223179282,,http://sp287.bip.um.warszawa.pl,sp287@edu.um.warszawa.pl,287.0,nie,jednostka budżetowa,118.0,12.0,130.0,19.0,1.0,20.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105405,,Poradnia Psychologiczno-Pedagogiczna nr 9,przewlekle chorzy,tak,"20,98479071","52,20715212","7498960,365","5785947,783",,,1051.0,,
57,_SP_291,_SP_291,15836988.0,15836988.0,105686.0,105686.0,Szkoła Podstawowa Specjalna nr 291,Szkoła Podstawowa Specjalna nr 291,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Żoliborz,Marymont-Potok,ul. Henryka Dembińskiego,1,01-644,Daniel,Kamiński,223530109,224997463,http://sp291.witrynaszkolna.pl,http://sp291.bip.um.warszawa.pl,sp291@edu.um.warszawa.pl,291.0,nie,jednostka budżetowa,9.0,,9.0,3.0,,3.0,nie,nie,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,tak,,,https://rspo.gov.pl/rspo/105686,,Poradnia Psychologiczno-Pedagogiczna nr 3,zagrożeni niedostosowaniem społecznym,,"20,97506018","52,27473593","7498297,819","5793467,568",,,1083.0,,
